Date,Close,High,Low,Open,Volume
04-01-2010,6.440329551696777,6.455075347440217,6.391277079556666,6.422875271,493729600
05-01-2010,6.4514665603637695,6.487879848401319,6.417460413781116,6.458087304295299,601904800
06-01-2010,6.348844051361084,6.477042848328803,6.342223310963506,6.451463116767241,552160000
07-01-2010,6.337108612060547,6.379842091769813,6.2910655648346605,6.372318521082825,477131200
08-01-2010,6.379240036010742,6.3798423234804025,6.291367539745052,6.328682844536467,447610800
11-01-2010,6.322965145111084,6.409935207,6.273009442174927,6.403916350344348,462229600
12-01-2010,6.251040935516357,6.312733411200337,6.211919573553115,6.295278325516592,594459600
13-01-2010,6.3392157554626465,6.347642155354666,6.1421034098672385,6.255556454799051,605892000
14-01-2010,6.302503586,6.333500306041158,6.290165327387363,6.322967705206413,432894000
15-01-2010,6.197175025939941,6.367806026370576,6.195369368621774,6.347642852984377,594067600
19-01-2010,6.471326828,6.475840970783041,6.236597430330016,6.269398995820248,730007600
20-01-2010,6.371717453,6.486674406258934,6.304608403474319,6.467414465836276,612152800
21-01-2010,6.261572838,6.419263646659066,6.235692561276281,6.382248888582977,608154400
22-01-2010,5.951009750366211,6.244422252842924,5.933254922521883,6.222755167225841,881767600
25-01-2010,6.111107349395752,6.160159433,6.024437807372042,6.0942549496076115,1065699600
26-01-2010,6.197474956512451,6.431302317713258,6.096360573968853,6.197775899349655,1867110000
27-01-2010,6.255857467651367,6.337109633409248,6.004575389513708,6.224860753218079,1722568400
28-01-2010,5.997354030609131,6.184235565722863,5.979599201941326,6.167082622894167,1173502400
29-01-2010,5.779775142669678,6.084924306941415,5.725305702042526,6.051219517418605,1245952400
01-02-2010,5.860126972198486,5.898345917430051,5.756905966858612,5.789106054008692,749876400
02-02-2010,5.894131660461426,5.907975031567911,5.819499842590746,5.895636776504988,698342400
03-02-2010,5.995549201965332,6.024740267404761,5.850798851991837,5.873369172285766,615328000
04-02-2010,5.779475212097168,5.969666257497655,5.765029956382149,5.920312437390329,757652000
05-02-2010,5.8820929527282715,5.898343863890438,5.743361536593577,5.796928551283286,850306800
08-02-2010,5.841770648956299,5.954922785473458,5.8381593336177335,5.889017887716567,478270800
09-02-2010,5.904065132141113,5.943487455873226,5.860730148001898,5.910986418665323,632886800
10-02-2010,5.871862411499023,5.916401552438432,5.845982129443028,5.895034207848327,370361600
11-02-2010,5.978697299957275,6.011198740698561,5.839965798,5.864642720651983,550345600
12-02-2010,6.030153751373291,6.068071738952187,5.883296885650015,5.961840944,655468800
16-02-2010,6.121036052703857,6.129762991148123,6.064460017924921,6.077099212337501,543737600
17-02-2010,6.095457553863525,6.148421880884096,6.044598621119907,6.144810567189202,436396800
18-02-2010,6.106893062591553,6.135783173,6.046404758770525,6.067770896245389,422825200
19-02-2010,6.068976402282715,6.1150198620807625,6.052124001791336,6.074694719136381,415469600
22-02-2010,6.031359672546387,6.093954593351487,5.994344899460681,6.089139908514897,390563600
23-02-2010,5.930243015289307,6.058742778436252,5.889616942637176,6.018718189591782,575094800
24-02-2010,6.038582801818848,6.0620555459310665,5.953718103981422,5.9654548778304815,460566400
25-02-2010,6.078907012939453,6.104787296426052,5.925128821,5.939874619986777,665126000
26-02-2010,6.157752037,6.174303493267834,6.078907013299251,6.090342440678554,507460800
01-03-2010,6.289262294769287,6.304609579248749,6.182730515986428,6.191758401290746,550093600
02-03-2010,6.285048961639404,6.344634048053501,6.251644701876662,6.317549589125614,566546400
03-03-2010,6.299492835998535,6.315743751968442,6.257663381692075,6.287756866939419,372052800
04-03-2010,6.341021537780762,6.347341337824556,6.278426628439884,6.297988316082593,366041200
05-03-2010,6.588992595672607,6.6115629061473635,6.458988105561123,6.468317333298392,899620400
08-03-2010,6.592906475067139,6.623300503022702,6.567928615803125,6.620893361581227,429889600
09-03-2010,6.7114763259887695,6.771061424159838,6.557096206,6.569735407925772,920259200
10-03-2010,6.766242980957031,6.785503320606141,6.716889967777388,6.735848963,596218000
11-03-2010,6.786104679107666,6.786104679107666,6.7205011534691295,6.738256779806535,405700400
12-03-2010,6.819211006164551,6.853216352414394,6.793631258502263,6.842382406762756,416323600
15-03-2010,6.736151695251465,6.7861062055239385,6.628115207793797,6.782495694466113,493502800
16-03-2010,6.754508018493652,6.770457588790943,6.696126708957758,6.746382962806636,446908000
17-03-2010,6.7445759773254395,6.814693643175027,6.718996642030547,6.768048713,450956800
18-03-2010,6.760526657104492,6.771059255407664,6.699135519066172,6.7439743980178415,342109600
19-03-2010,6.688299655914307,6.778279530817671,6.657603896655413,6.764737508617038,559445600
22-03-2010,6.763535022735596,6.801152472516573,6.625104543286528,6.634734713289417,456419600
23-03-2010,6.872175216674805,6.884814819679694,6.743975939811549,6.790320347243555,602431200
24-03-2010,6.902568817138672,6.927546673963072,6.846594245991729,6.8505069051584115,597780400
25-03-2010,6.820714950561523,6.950719880599949,6.808677233821141,6.949214764214453,542284400
26-03-2010,6.948612213134766,6.980210007520138,6.877891847613057,6.889929561808852,640875200
29-03-2010,6.993451118469238,7.037989860139587,6.970279722599785,7.011809035536611,540744400
30-03-2010,7.0975751876831055,7.146628475945356,7.049425129865078,7.120145502173249,527310000
31-03-2010,7.071995258331299,7.120446659551521,7.055745146620758,7.086741861041226,430659600
01-04-2010,7.101186275482178,7.184244097993573,7.004285080759327,7.144521245775737,603145200
05-04-2010,7.1770219802856445,7.177623866009455,7.065073646414248,7.0713938483071255,684507600
06-04-2010,7.208622455596924,7.229687657828379,7.132184555945661,7.1682969051895515,447017200
07-04-2010,7.240517616271973,7.280241258922751,7.1821355216011185,7.208919026740406,628502000
08-04-2010,7.220959663391113,7.268808378547662,7.163480775548215,7.2357054635241695,572989200
09-04-2010,7.276332378387451,7.279342611280825,7.236308173977346,7.265499236466583,334182800
12-04-2010,7.291377544403076,7.314850283,7.276932287651042,7.288668656969214,333026400
13-04-2010,7.295588493347168,7.306723778343945,7.255864848745475,7.278435959735549,306210800
14-04-2010,7.393693923950195,7.397305237269599,7.344942801309287,7.381355672,404076400
15-04-2010,7.4908976554870605,7.494207624777777,7.388278160861373,7.396403215364516,376784800
16-04-2010,7.445156097412109,7.5577063178245885,7.359389390110783,7.480365207132035,750545600
19-04-2010,7.435223103,7.459899606265174,7.275726647899617,7.4340193314826974,566924400
20-04-2010,7.360593795776367,7.500829968,7.311541310081794,7.479463424784002,738326400
21-04-2010,7.800860882,7.831857588477017,7.695833853351203,7.788221284179164,982391200
22-04-2010,8.019039154052734,8.027465552433565,7.709977729633238,7.771369257108001,793424800
23-04-2010,8.150251388549805,8.190877482953313,8.034993046903011,8.064785194697846,796955600
26-04-2010,8.110224723815918,8.199301402640431,8.070801609611443,8.181847519754086,479068800
27-04-2010,7.885730266571045,8.060273204166313,7.839988533674483,8.043119853433556,709343600
28-04-2010,7.8724870681762695,7.944710960826044,7.716301303194095,7.922141446390076,758402400
29-04-2010,8.084342956542969,8.125269572207047,7.8848222899416935,7.915216308874787,558840800
30-04-2010,7.857138156890869,8.142424778649255,7.8544300727277845,8.104506778851242,542463600
03-05-2010,8.015429496765137,8.061473352782082,7.911004332788278,7.939894847492478,454342000
04-05-2010,7.784611225128174,7.923343066024642,7.726531264211398,7.911306155645368,723819600
05-05-2010,7.703659534454346,7.768361041022586,7.485179849580786,7.614582862717265,883103200
06-05-2010,7.410550117492676,7.7716727755823864,5.996150160458547,7.638659221667405,1285860800
07-05-2010,7.097875595092773,7.420178587065085,6.7773790639748865,7.334111334684138,1676018400
10-05-2010,7.643472194671631,7.663334423631764,7.479161409384732,7.530922778240541,984306400
11-05-2010,7.719610691070557,7.821025628010893,7.538447097149833,7.578771835473034,848906800
12-05-2010,7.887229919433594,7.918527168949509,7.785213116584995,7.801462421601076,654379600
13-05-2010,7.774982452392578,7.974803697985052,7.715998453037095,7.9212366703282555,599712400
14-05-2010,7.638355731964111,7.718404917599808,7.508351643702874,7.6786812676120615,759362800
17-05-2010,7.650393962860107,7.709377957965724,7.454484587,7.664839219682474,762834800
18-05-2010,7.594420909881592,7.780700132014683,7.5312237089608605,7.7334533054527785,782678400
19-05-2010,7.473444462,7.611273089169083,7.368418207233664,7.508353032987832,1025726800
20-05-2010,7.155055046081543,7.338324846916724,7.108409299785181,7.279039499202624,1282915200
21-05-2010,7.292281627655029,7.357885569,6.962154114167775,7.006391512766359,1223891200
24-05-2010,7.425896644592285,7.550484594508428,7.410850303169234,7.4415456754015405,754238800
25-05-2010,7.379550933837891,7.425894520034647,7.136996650790449,7.202901118109458,1048006400
26-05-2010,7.346146106719971,7.587497403,7.335312166263448,7.5258053364889745,850654000
27-05-2010,7.624214172363281,7.640465090201218,7.496617587386824,7.541456877523748,666282400
28-05-2010,7.730443000793457,7.806278990437346,7.6242121856474006,7.805978449385691,815614800
01-06-2010,7.8493123054504395,8.003090477,7.793037201103049,7.815005626101606,876472800
02-06-2010,7.943207740783691,7.968786685459706,7.8342680030156915,7.9609621689723085,688548000
03-06-2010,7.9182281494140625,7.991355259344417,7.836673835366834,7.980219971135441,650106800
04-06-2010,7.702758312225342,7.8815135693448415,7.662734113,7.770468454258676,758304400
07-06-2010,7.551688194274902,7.798756282805282,7.53995102,7.7728759975647135,886942000
08-06-2010,7.503234863,7.637753475095993,7.392490329594915,7.620900679202501,1000770400
09-06-2010,7.318760395050049,7.580575789805377,7.297394663238605,7.567634848587854,854630000
10-06-2010,7.538750171661377,7.552893286246403,7.288671780286166,7.368119119295435,776356000
11-06-2010,7.629027843475342,7.639560440920881,7.44425296,7.470133240736243,545759200
14-06-2010,7.652200698852539,7.798756271556733,7.644075642537257,7.7027583012732626,602960400
15-06-2010,7.815005302429199,7.819820387553915,7.688913073275444,7.693126273,585074000
16-06-2010,8.042513847351074,8.057560185892006,7.843293703523002,7.857437615329184,783678000
17-06-2010,8.181547164916992,8.212543879461212,8.110224908432608,8.143327821,872855200
18-06-2010,8.247751235961914,8.275739322093672,8.168003392,8.192981245824896,784621600
21-06-2010,8.130390167236328,8.396417323272654,8.087055183265415,8.356693654931485,776490400
22-06-2010,8.241128921508789,8.304927178526563,8.170409382904783,8.190270801189387,717262000
23-06-2010,8.154463768005371,8.265509700585364,8.062076297148357,8.263102157137237,768457200
24-06-2010,8.095179557800293,8.221572367273579,8.068094696,8.155365729812555,714277200
25-06-2010,8.025959014892578,8.133393566252828,7.9991755122908375,8.127074170379437,549942400
28-06-2010,8.074111938476562,8.117748250461673,7.960357950557365,8.032883169320582,584948000
29-06-2010,7.709077835083008,7.956447272269974,7.652802718505773,7.948321412226722,1133344800
30-06-2010,7.5694427490234375,7.763245133552295,7.523701040482846,7.725327135955647,739452000
01-07-2010,7.477655888,7.667847728354321,7.319363985175884,7.652800587636073,1022896000
02-07-2010,7.431311607,7.551384966529276,7.318760612470594,7.538142680348281,693842800
06-07-2010,7.482171058654785,7.607660606626331,7.407839382655707,7.553492502672322,615235600
07-07-2010,7.784311294555664,7.787321527,7.515877456645184,7.5381456243541365,654556000
08-07-2010,7.766857624053955,7.911608352,7.670558302940371,7.8989687499142125,738144400
09-07-2010,7.812900543212891,7.821326140147067,7.678682431402313,7.730744344,433322400
12-07-2010,7.742782115936279,7.880008854,7.669655005560534,7.780098229215458,562878400
13-07-2010,7.577568054199219,7.715998563017923,7.415965346,7.713591823592197,1190924000
14-07-2010,7.605556011199951,7.6979434832179905,7.493307109071204,7.504743744179457,812047600
15-07-2010,7.567032814025879,7.733149205907844,7.4421443764466355,7.470131652393524,824866000
16-07-2010,7.520390987,7.672965419201792,7.4755517013680315,7.619097846313121,1039858400
19-07-2010,7.390385150909424,7.519788169105098,7.210426143321925,7.519788169105098,1024478000
20-07-2010,7.580275058746338,7.610669883145072,7.222763811895797,7.309734281836211,1074950800
21-07-2010,7.650996685028076,7.979317736716797,7.643774859413062,7.977512079416592,1185671200
22-07-2010,7.794843673706055,7.824335270816573,7.683195880034551,7.754518133,645318800
23-07-2010,7.822528839111328,7.835770323827167,7.712386172459322,7.7367621402570075,533388800
26-07-2010,7.802669048309326,7.827345562312115,7.755422218792782,7.8243361333378925,420551600
27-07-2010,7.947116851806641,7.9687839325467795,7.833362869853123,7.850516209818224,584771600
28-07-2010,7.853222846984863,8.004594253994915,7.831857114811038,7.934777135643547,519985200
29-07-2010,7.767457962036133,7.9040828025593175,7.7069704577227265,7.845701496417946,643806800
30-07-2010,7.741578578948975,7.8153075773141625,7.670858205868573,7.7006519534804285,448210000
02-08-2010,7.880008220672607,7.902277188265016,7.8128999732487605,7.837576483671238,428055600
03-08-2010,7.882417202,7.922441403471324,7.806882540882148,7.854731258,417653600
04-08-2010,7.914013862609863,7.953134823961607,7.833664134684315,7.909800662922762,420375200
05-08-2010,7.875496864318848,7.920035616575492,7.840888827450341,7.876399291360511,289097200
06-08-2010,7.827044486999512,7.869175686177275,7.753013342872203,7.817714856023261,444897600
09-08-2010,7.876997947692871,7.889035660552728,7.811394019777929,7.868872089719648,303128000
